;ORIGIN;DEST;Quarter;TotalPax;TotalFare;AverageFare;Year
0;ATL;BOS;1;6543;1505136.21;230.03762953;2012
1;ATL;CLT;1;1964;322987.91;164.45412933;2012
2;ATL;DEN;1;6381;1132764.29;177.52143708;2012
3;ATL;DFW;1;9003;2238288.12;248.61580806;2012
4;ATL;DTW;1;4252;951094.42;223.6816604;2012
5;ATL;EWR;1;5205;1375015.91;264.17212488;2012
6;ATL;IAH;1;3287;749147.94;227.91236386;2012
7;ATL;JFK;1;1556;337795.3;217.09209512;2012
8;ATL;LAS;1;6430;1540720.79;239.61443079;2012
9;ATL;LAX;1;7840;1974070.85;251.79475128;2012
10;ATL;LGA;1;13760;2916000.59;211.91864753;2012
11;ATL;MCO;1;7131;1297168.14;181.90550273;2012
12;ATL;MIA;1;4942;831376.91;168.22681303;2012
13;ATL;MSP;1;4276;1074438.55;251.27187792;2012
14;ATL;ORD;1;7316;1381274.69;188.80189858;2012
15;ATL;PHL;1;7289;1508999.43;207.02420497;2012
16;ATL;PHX;1;4301;941966.23;219.01098117;2012
17;ATL;SEA;1;2867;891421.88;310.92496686;2012
18;ATL;SFO;1;5095;1466569.21;287.84479097;2012
19;BOS;ATL;1;6376;1486428.61;233.12870295;2012
20;BOS;CLT;1;3872;557218.44;143.90972107;2012
21;BOS;DEN;1;5124;1026710.88;200.3729274;2012
22;BOS;DFW;1;3736;1469068.25;393.219553;2012
23;BOS;DTW;1;2322;643342.22;277.0638329;2012
24;BOS;EWR;1;3922;638888.99;162.89877358;2012
25;BOS;IAH;1;2033;730873.71;359.50502213;2012
26;BOS;JFK;1;3899;491378.07;126.02669146;2012
27;BOS;LAS;1;4173;1031703.03;247.23293314;2012
28;BOS;LAX;1;9030;2345699.06;259.76733776;2012
29;BOS;LGA;1;7213;1696476.03;235.19700957;2012
30;BOS;MCO;1;11518;2106373.57;182.87667737;2012
31;BOS;MIA;1;4257;945207.16;222.03597839;2012
32;BOS;MSP;1;2983;867873.84;290.93993966;2012
33;BOS;ORD;1;9397;1396808.16;148.64405236;2012
34;BOS;PHL;1;6595;1175084.2;178.17804397;2012
35;BOS;PHX;1;4261;897084.9;210.53388876;2012
36;BOS;SEA;1;2873;709439.27;246.93326488;2012
37;BOS;SFO;1;10101;2866674.78;283.80108702;2012
38;CLT;ATL;1;2045;336123.72;164.36367726;2012
39;CLT;BOS;1;3906;574449.63;147.06851767;2012
40;CLT;DEN;1;1592;446489.36;280.4581407;2012
41;CLT;DFW;1;2737;837649.63;306.04663135;2012
42;CLT;DTW;1;1511;406916.38;269.3027002;2012
43;CLT;EWR;1;2057;540896.1;262.95386485;2012
44;CLT;IAH;1;1316;473141.09;359.52970365;2012
45;CLT;JFK;1;2329;324252.8;139.22404465;2012
46;CLT;LAS;1;2398;641406.16;267.47546289;2012
47;CLT;LAX;1;2000;664292.0;332.146;2012
48;CLT;LGA;1;6080;1059678.98;174.28930592;2012
49;CLT;MCO;1;3723;559508.04;150.28419017;2012
50;CLT;MIA;1;1446;340631.34;235.5680083;2012
51;CLT;MSP;1;1329;438784.26;330.16121896;2012
52;CLT;ORD;1;2989;830049.98;277.70156574;2012
53;CLT;PHL;1;2531;663884.29;262.30118135;2012
54;CLT;PHX;1;1607;509314.61;316.93504045;2012
55;CLT;SEA;1;930;282568.9;303.83752688;2012
56;CLT;SFO;1;2015;697184.98;345.99750868;2012
57;DEN;ATL;1;6488;1149105.85;177.11249229;2012
58;DEN;BOS;1;5116;1027228.93;200.78751564;2012
59;DEN;CLT;1;1603;442903.41;276.29657517;2012
60;DEN;DFW;1;7286;1404315.65;192.74164837;2012
61;DEN;DTW;1;3448;641925.93;186.17341357;2012
62;DEN;EWR;1;3839;913919.11;238.06176348;2012
63;DEN;IAH;1;4120;933053.77;226.46936165;2012
64;DEN;JFK;1;1593;293103.23;183.99449466;2012
65;DEN;LAS;1;10710;1436010.81;134.08130812;2012
66;DEN;LAX;1;10492;1573281.39;149.95057091;2012
67;DEN;LGA;1;5877;1274010.03;216.77897397;2012
68;DEN;MCO;1;5884;1294380.85;219.98314922;2012
69;DEN;MIA;1;1705;422635.3;247.87994135;2012
70;DEN;MSP;1;6712;939375.66;139.95465733;2012
71;DEN;ORD;1;5396;1042313.65;193.16413084;2012
72;DEN;PHL;1;3998;869467.06;217.47550275;2012
73;DEN;PHX;1;13756;1888038.18;137.25197587;2012
74;DEN;SEA;1;5953;942026.85;158.24405342;2012
75;DEN;SFO;1;7691;1351677.44;175.74794435;2012
76;DFW;ATL;1;8890;2204381.85;247.96196288;2012
77;DFW;BOS;1;3845;1532917.82;398.67823667;2012
78;DFW;CLT;1;2709;846900.84;312.6248948;2012
79;DFW;DEN;1;7239;1405252.03;194.12239674;2012
80;DFW;DTW;1;3077;880063.49;286.01348391;2012
81;DFW;EWR;1;3070;1453646.71;473.500557;2012
82;DFW;IAH;1;3057;473972.32;155.04491986;2012
83;DFW;JFK;1;732;237853.59;324.93659836;2012
84;DFW;LAS;1;8415;1551922.47;184.42334759;2012
85;DFW;LAX;1;11320;2131098.88;188.25961837;2012
86;DFW;LGA;1;7964;3262527.96;409.65946258;2012
87;DFW;MCO;1;5456;1269668.4;232.71048387;2012
88;DFW;MIA;1;2719;736647.17;270.9257705;2012
89;DFW;MSP;1;3328;972524.28;292.22484375;2012
90;DFW;ORD;1;11159;2396081.09;214.72184694;2012
91;DFW;PHL;1;4380;1238244.99;282.70433562;2012
92;DFW;PHX;1;5229;1155223.39;220.9262555;2012
93;DFW;SEA;1;3895;978961.61;251.33802567;2012
94;DFW;SFO;1;8045;1554055.26;193.17032443;2012
95;DTW;ATL;1;4307;964776.91;224.00206873;2012
96;DTW;BOS;1;2359;658045.27;278.95094108;2012
97;DTW;CLT;1;1424;398415.17;279.78593399;2012
98;DTW;DEN;1;3409;636210.23;186.62664418;2012
99;DTW;DFW;1;3056;873815.2;285.93429319;2012
100;DTW;EWR;1;1669;536518.02;321.46076693;2012
101;DTW;IAH;1;1763;571097.3;323.93494044;2012
102;DTW;JFK;1;493;103621.99;210.18659229;2012
103;DTW;LAS;1;8002;1528188.57;190.97582729;2012
104;DTW;LAX;1;4168;1265166.53;303.54283349;2012
105;DTW;LGA;1;7469;1356276.98;181.5874923;2012
106;DTW;MCO;1;11539;1883154.96;163.19914724;2012
107;DTW;MIA;1;2949;573764.82;194.56250254;2012
108;DTW;MSP;1;2154;630165.86;292.55610956;2012
109;DTW;ORD;1;4779;636889.52;133.26836577;2012
110;DTW;PHL;1;2136;658633.39;308.34896536;2012
111;DTW;PHX;1;5120;1159534.1;226.47150391;2012
112;DTW;SEA;1;1484;466106.94;314.0882345;2012
113;DTW;SFO;1;2497;812349.81;325.33032038;2012
114;EWR;ATL;1;5158;1357156.37;263.11678364;2012
115;EWR;BOS;1;4110;678070.25;164.98059611;2012
116;EWR;CLT;1;1954;500344.11;256.06146878;2012
117;EWR;DEN;1;3774;882481.24;233.8318071;2012
118;EWR;DFW;1;3077;1458008.85;473.84103022;2012
119;EWR;DTW;1;1664;542001.36;325.72197115;2012
120;EWR;IAH;1;3478;1296895.47;372.88541403;2012
121;EWR;LAS;1;5097;1453292.52;285.12703943;2012
122;EWR;LAX;1;5209;1844971.69;354.18922826;2012
123;EWR;MCO;1;11313;2001553.36;176.92507381;2012
124;EWR;MIA;1;6182;1266914.62;204.93604335;2012
125;EWR;MSP;1;1621;614519.02;379.09871684;2012
126;EWR;ORD;1;7107;1667223.86;234.58897706;2012
127;EWR;PHL;1;3;54.67;18.22333333;2012
128;EWR;PHX;1;4892;1164652.97;238.07297016;2012
129;EWR;SEA;1;2819;809119.62;287.02363249;2012
130;EWR;SFO;1;5047;1983335.78;392.97320785;2012
131;IAH;ATL;1;3328;754295.83;226.65139123;2012
132;IAH;BOS;1;2078;756116.25;363.86730029;2012
133;IAH;CLT;1;1296;485243.6;374.41635802;2012
134;IAH;DEN;1;4168;956482.27;229.48231046;2012
135;IAH;DFW;1;3081;483356.62;156.88303148;2012
136;IAH;DTW;1;1808;576929.12;319.0979646;2012
137;IAH;EWR;1;3515;1296690.64;368.90203129;2012
138;IAH;JFK;1;196;54292.65;277.00331633;2012
139;IAH;LAS;1;3569;875538.25;245.31752592;2012
140;IAH;LAX;1;4122;1188074.18;288.22760311;2012
141;IAH;LGA;1;4258;1384992.62;325.26834664;2012
142;IAH;MCO;1;2576;611381.05;237.33736413;2012
143;IAH;MIA;1;2200;549270.03;249.66819545;2012
144;IAH;MSP;1;1617;546271.92;337.83050093;2012
145;IAH;ORD;1;4567;1358689.54;297.50154149;2012
146;IAH;PHL;1;2836;714561.59;251.96106841;2012
147;IAH;PHX;1;2210;541180.36;244.87799095;2012
148;IAH;SEA;1;2570;599258.69;233.17458755;2012
149;IAH;SFO;1;2757;1004558.68;364.36658687;2012
150;JFK;ATL;1;1469;315619.93;214.85359428;2012
151;JFK;BOS;1;4059;546812.23;134.71599655;2012
152;JFK;CLT;1;2414;341980.65;141.6655551;2012
153;JFK;DEN;1;1690;311951.06;184.58642604;2012
154;JFK;DFW;1;769;271696.51;353.31145644;2012
155;JFK;DTW;1;492;108072.16;219.65886179;2012
156;JFK;IAH;1;190;57426.03;302.24226316;2012
157;JFK;LAS;1;9384;2451339.1;261.22539429;2012
158;JFK;LAX;1;27322;8779626.72;321.33909377;2012
159;JFK;MCO;1;10987;1817818.29;165.45174206;2012
160;JFK;MIA;1;7077;1378499.67;194.78587961;2012
161;JFK;MSP;1;1353;278259.15;205.66086475;2012
162;JFK;ORD;1;2501;363251.25;145.24240304;2012
163;JFK;PHL;1;20;7036.43;351.8215;2012
164;JFK;PHX;1;4736;993501.27;209.77645059;2012
165;JFK;SEA;1;3757;966223.45;257.17951823;2012
166;JFK;SFO;1;19154;6180887.96;322.69436984;2012
167;LAS;ATL;1;6459;1570745.62;243.18712185;2012
168;LAS;BOS;1;4235;1082273.28;255.55449351;2012
169;LAS;CLT;1;2403;655746.69;272.88667915;2012
170;LAS;DEN;1;11040;1520068.57;137.68737047;2012
171;LAS;DFW;1;8631;1626907.37;188.49581393;2012
172;LAS;DTW;1;7944;1515436.64;190.76493454;2012
173;LAS;EWR;1;5183;1539849.73;297.09622419;2012
174;LAS;IAH;1;3650;932725.75;255.54130137;2012
175;LAS;JFK;1;9557;2569020.56;268.81035471;2012
176;LAS;LAX;1;15290;1615139.94;105.63374362;2012
177;LAS;LGA;1;1192;320849.86;269.16934564;2012
178;LAS;MCO;1;3451;827405.63;239.7582237;2012
179;LAS;MIA;1;2224;759499.34;341.5015018;2012
180;LAS;MSP;1;7639;1586144.12;207.63766462;2012
181;LAS;ORD;1;9881;1833219.45;185.52974901;2012
182;LAS;PHL;1;5072;1298216.88;255.95758675;2012
183;LAS;PHX;1;9707;1094472.61;112.75086123;2012
184;LAS;SEA;1;9213;1414390.19;153.5211321;2012
185;LAS;SFO;1;13846;1683474.96;121.58565362;2012
186;LAX;ATL;1;7932;2008367.35;253.19810262;2012
187;LAX;BOS;1;9301;2493244.35;268.06196646;2012
188;LAX;CLT;1;1984;673725.52;339.57939516;2012
189;LAX;DEN;1;10414;1561352.5;149.92822162;2012
190;LAX;DFW;1;11356;2139074.67;188.36515234;2012
191;LAX;DTW;1;4240;1284947.57;303.05367217;2012
192;LAX;EWR;1;5269;1885562.19;357.85959195;2012
193;LAX;IAH;1;4130;1212492.81;293.58179419;2012
194;LAX;JFK;1;27566;8914941.08;323.40350722;2012
195;LAX;LAS;1;14527;1429505.11;98.40332553;2012
196;LAX;LGA;1;1865;538746.19;288.87195174;2012
197;LAX;MCO;1;6352;1641662.51;258.44812815;2012
198;LAX;MIA;1;5340;1760558.97;329.69269101;2012
199;LAX;MSP;1;4896;1293202.35;264.13446691;2012
200;LAX;ORD;1;14348;2849163.98;198.5756886;2012
201;LAX;PHL;1;5178;1471290.46;284.14261491;2012
202;LAX;PHX;1;8201;1074364.95;131.00413974;2012
203;LAX;SEA;1;9881;1555776.06;157.45127619;2012
204;LAX;SFO;1;24134;2615719.26;108.38316317;2012
205;LGA;ATL;1;13515;2882067.93;213.24956937;2012
206;LGA;BOS;1;7500;1783025.61;237.736748;2012
207;LGA;CLT;1;5980;1037623.33;173.51560702;2012
208;LGA;DEN;1;5647;1212585.31;214.73088543;2012
209;LGA;DFW;1;7772;3155089.16;405.9558878;2012
210;LGA;DTW;1;7442;1361084.1;182.89224671;2012
211;LGA;IAH;1;4265;1348555.16;316.19112778;2012
212;LGA;LAS;1;1062;272623.25;256.70739171;2012
213;LGA;LAX;1;1979;575038.5;290.57023749;2012
214;LGA;MCO;1;8350;1362622.54;163.18832814;2012
215;LGA;MIA;1;9970;2090376.86;209.66668606;2012
216;LGA;MSP;1;4763;1281605.37;269.07524039;2012
217;LGA;ORD;1;21677;3219141.89;148.5049541;2012
218;LGA;PHL;1;61;8076.93;132.40868852;2012
219;LGA;PHX;1;806;191754.4;237.90868486;2012
220;LGA;SEA;1;540;141683.58;262.377;2012
221;LGA;SFO;1;1061;330247.91;311.26098963;2012
222;MCO;ATL;1;6851;1243148.74;181.45507809;2012
223;MCO;BOS;1;11681;2174342.55;186.14352795;2012
224;MCO;CLT;1;3722;565127.87;151.83446265;2012
225;MCO;DEN;1;5872;1295967.53;220.70291723;2012
226;MCO;DFW;1;5465;1279449.34;234.11698811;2012
227;MCO;DTW;1;11379;1861740.97;163.61200193;2012
228;MCO;EWR;1;11337;2039193.57;179.87065097;2012
229;MCO;IAH;1;2593;629913.57;242.92848824;2012
230;MCO;JFK;1;11141;1860788.72;167.02169644;2012
231;MCO;LAS;1;3338;794296.0;237.95566207;2012
232;MCO;LAX;1;6385;1656413.3;259.42259984;2012
233;MCO;LGA;1;8368;1377255.03;164.58592615;2012
234;MCO;MIA;1;1671;244835.99;146.52064034;2012
235;MCO;MSP;1;9543;2016754.44;211.33337944;2012
236;MCO;ORD;1;8441;1518974.11;179.95191447;2012
237;MCO;PHL;1;12716;1976204.35;155.41084854;2012
238;MCO;PHX;1;2966;744754.09;251.09713082;2012
239;MCO;SEA;1;3016;833702.15;276.42644231;2012
240;MCO;SFO;1;3184;905377.28;284.3521608;2012
241;MIA;ATL;1;4904;830363.77;169.32377039;2012
242;MIA;BOS;1;4432;1054067.34;237.83107852;2012
243;MIA;CLT;1;1461;351216.78;240.39478439;2012
244;MIA;DEN;1;1693;418925.09;247.44541642;2012
245;MIA;DFW;1;2706;744728.32;275.21371766;2012
246;MIA;DTW;1;2970;585375.47;197.09611785;2012
247;MIA;EWR;1;6503;1382935.17;212.66110564;2012
248;MIA;IAH;1;2221;572777.6;257.89176047;2012
249;MIA;JFK;1;7139;1461943.3;204.78264463;2012
250;MIA;LAS;1;2168;719829.47;332.02466328;2012
251;MIA;LAX;1;5428;1783545.45;328.58243368;2012
252;MIA;LGA;1;10131;2151886.1;212.40609022;2012
253;MIA;MCO;1;1635;240458.87;147.06964526;2012
254;MIA;MSP;1;2777;755475.89;272.0474937;2012
255;MIA;ORD;1;5717;1421922.98;248.71838027;2012
256;MIA;PHL;1;2898;687662.19;237.28854037;2012
257;MIA;PHX;1;1033;283551.44;274.49316554;2012
258;MIA;SEA;1;1519;460735.92;303.31528637;2012
259;MIA;SFO;1;2470;825494.0;334.20809717;2012
260;MSP;ATL;1;4288;1083126.89;252.59489039;2012
261;MSP;BOS;1;2997;877254.92;292.71101768;2012
262;MSP;CLT;1;1298;428584.8;330.18859784;2012
263;MSP;DEN;1;6733;957336.41;142.18571365;2012
264;MSP;DFW;1;3316;972196.12;293.18338963;2012
265;MSP;DTW;1;2153;629130.05;292.21089178;2012
266;MSP;EWR;1;1629;615687.77;377.95443217;2012
267;MSP;IAH;1;1563;535963.76;342.90707614;2012
268;MSP;JFK;1;1336;275730.8;206.38532934;2012
269;MSP;LAS;1;7634;1577387.43;206.62659549;2012
270;MSP;LAX;1;4841;1266604.34;261.6410535;2012
271;MSP;LGA;1;4793;1302511.9;271.75295222;2012
272;MSP;MCO;1;9705;2051841.28;211.42104894;2012
273;MSP;MIA;1;2742;743286.59;271.07461342;2012
274;MSP;ORD;1;6557;1002455.14;152.88319963;2012
275;MSP;PHL;1;2127;684928.51;322.01622473;2012
276;MSP;PHX;1;10639;2038865.1;191.64067112;2012
277;MSP;SEA;1;2353;608392.12;258.560187;2012
278;MSP;SFO;1;3934;1151292.38;292.65185053;2012
279;ORD;ATL;1;7234;1358574.09;187.80399364;2012
280;ORD;BOS;1;9659;1447039.83;149.8125924;2012
281;ORD;CLT;1;2963;824255.93;278.18289909;2012
282;ORD;DEN;1;5280;1016243.61;192.47038068;2012
283;ORD;DFW;1;11003;2305272.13;209.51305371;2012
284;ORD;DTW;1;4857;630980.91;129.91165534;2012
285;ORD;EWR;1;7166;1704048.12;237.79627686;2012
286;ORD;IAH;1;4421;1308041.47;295.87004524;2012
287;ORD;JFK;1;2517;357814.17;142.15898689;2012
288;ORD;LAS;1;9780;1751242.24;179.06362372;2012
289;ORD;LAX;1;14193;2777350.0;195.68449236;2012
290;ORD;LGA;1;21559;3213442.24;149.05339951;2012
291;ORD;MCO;1;8460;1508892.21;178.35605319;2012
292;ORD;MIA;1;5587;1351850.03;241.96349204;2012
293;ORD;MSP;1;6539;996935.47;152.45992812;2012
294;ORD;PHL;1;6256;1379948.4;220.57998721;2012
295;ORD;PHX;1;7259;1741139.02;239.85934977;2012
296;ORD;SEA;1;4228;995912.62;235.55170766;2012
297;ORD;SFO;1;11823;2561318.52;216.63862979;2012
298;PHL;ATL;1;7134;1482316.55;207.78196664;2012
299;PHL;BOS;1;6672;1211985.82;181.65255096;2012
300;PHL;CLT;1;2498;636921.89;254.97273419;2012
301;PHL;DEN;1;3902;844463.38;216.41808816;2012
302;PHL;DFW;1;4412;1244543.02;282.08137353;2012
303;PHL;DTW;1;2040;645478.82;316.41118627;2012
304;PHL;EWR;1;3;93.32;31.10666667;2012
305;PHL;IAH;1;2792;695930.39;249.25873567;2012
306;PHL;JFK;1;10;3541.04;354.104;2012
307;PHL;LAS;1;5008;1232012.78;246.00894169;2012
308;PHL;LAX;1;5174;1444476.56;279.17985311;2012
309;PHL;LGA;1;64;7642.21;119.40953125;2012
310;PHL;MCO;1;12807;1978914.37;154.51818302;2012
311;PHL;MIA;1;2812;633485.74;225.2794239;2012
312;PHL;MSP;1;2156;691309.69;320.64456865;2012
313;PHL;ORD;1;6211;1353057.84;217.84862985;2012
314;PHL;PHX;1;3601;936082.27;259.95064427;2012
315;PHL;SEA;1;1602;507646.96;316.88324594;2012
316;PHL;SFO;1;3831;1374401.18;358.75781258;2012
317;PHX;ATL;1;4224;932934.69;220.86522017;2012
318;PHX;BOS;1;4407;963459.12;218.62017699;2012
319;PHX;CLT;1;1571;505370.77;321.68731381;2012
320;PHX;DEN;1;13774;1874987.15;136.12510164;2012
321;PHX;DFW;1;5385;1201092.6;223.04412256;2012
322;PHX;DTW;1;5109;1159460.58;226.94472108;2012
323;PHX;EWR;1;4981;1189705.87;238.84879944;2012
324;PHX;IAH;1;2191;537812.38;245.46434505;2012
325;PHX;JFK;1;4709;1000907.41;212.55200892;2012
326;PHX;LAS;1;9323;1015486.99;108.92277057;2012
327;PHX;LAX;1;8076;1074323.8;133.02672115;2012
328;PHX;LGA;1;789;183662.44;232.77875792;2012
329;PHX;MCO;1;2944;726671.42;246.83132473;2012
330;PHX;MIA;1;1010;272132.8;269.43841584;2012
331;PHX;MSP;1;10624;2057510.58;193.666282;2012
332;PHX;ORD;1;7258;1755227.76;241.8335299;2012
333;PHX;PHL;1;3624;956833.54;264.02691501;2012
334;PHX;SEA;1;9379;1696161.33;180.84671394;2012
335;PHX;SFO;1;6058;1027599.14;169.62679762;2012
336;SEA;ATL;1;2848;878459.2;308.44775281;2012
337;SEA;BOS;1;2975;765321.31;257.2508605;2012
338;SEA;CLT;1;898;275038.62;306.27908686;2012
339;SEA;DEN;1;6006;964731.52;160.62795871;2012
340;SEA;DFW;1;3866;993868.72;257.07933782;2012
341;SEA;DTW;1;1468;465078.0;316.8106267;2012
342;SEA;EWR;1;2844;835219.27;293.67766174;2012
343;SEA;IAH;1;2483;582331.12;234.52723319;2012
344;SEA;JFK;1;3696;935000.29;252.97626894;2012
345;SEA;LAS;1;9002;1362310.56;151.33421018;2012
346;SEA;LAX;1;9804;1539076.91;156.98458894;2012
347;SEA;LGA;1;562;146784.39;261.18218861;2012
348;SEA;MCO;1;3078;835948.83;271.58831384;2012
349;SEA;MIA;1;1462;424210.47;290.15764022;2012
350;SEA;MSP;1;2336;609080.32;260.73643836;2012
351;SEA;ORD;1;4236;990955.6;233.93663834;2012
352;SEA;PHL;1;1536;468711.75;305.15087891;2012
353;SEA;PHX;1;9319;1669803.63;179.18270523;2012
354;SEA;SFO;1;9799;1342235.6;136.97679355;2012
355;SFO;ATL;1;5130;1465831.16;285.73706823;2012
356;SFO;BOS;1;10299;2927558.14;284.25654335;2012
357;SFO;CLT;1;1979;666378.07;336.72464376;2012
358;SFO;DEN;1;7489;1315954.8;175.71836026;2012
359;SFO;DFW;1;8116;1583540.72;195.11344505;2012
360;SFO;DTW;1;2533;828135.49;326.9386064;2012
361;SFO;EWR;1;5083;2002248.89;393.91085776;2012
362;SFO;IAH;1;2742;999933.59;364.67308169;2012
363;SFO;JFK;1;19255;6285644.71;326.44220774;2012
364;SFO;LAS;1;13435;1549692.42;115.34740752;2012
365;SFO;LAX;1;24342;2643026.86;108.57887027;2012
366;SFO;LGA;1;997;304953.29;305.87090271;2012
367;SFO;MCO;1;3166;899505.88;284.11430196;2012
368;SFO;MIA;1;2507;839299.42;334.78237734;2012
369;SFO;MSP;1;3899;1152252.59;295.52515773;2012
370;SFO;ORD;1;11949;2586785.32;216.48550674;2012
371;SFO;PHL;1;3850;1401279.65;363.96874026;2012
372;SFO;PHX;1;6128;1037829.64;169.35862272;2012
373;SFO;SEA;1;9934;1385907.72;139.51154822;2012
374;PHL;EWR;2;7;336.95;48.13571429;2012
375;EWR;PHL;2;11;528.51;48.04636364;2012
376;JFK;PHL;2;26;10130.79;389.64576923;2012
377;PHL;JFK;2;30;10289.13;342.971;2012
378;PHL;LGA;2;63;9435.79;149.77444444;2012
379;LGA;PHL;2;66;5956.58;90.25121212;2012
380;JFK;IAH;2;227;67761.64;298.50942731;2012
381;IAH;JFK;2;228;68942.43;302.37907895;2012
382;JFK;DTW;2;629;151991.07;241.63922099;2012
383;DTW;JFK;2;633;147993.47;233.79695103;2012
384;MIA;PHX;2;800;231095.02;288.868775;2012
385;PHX;MIA;2;802;225441.02;281.09852868;2012
386;DFW;JFK;2;808;247297.84;306.06168317;2012
387;JFK;DFW;2;907;282502.63;311.46927233;2012
388;SEA;LGA;2;998;242383.63;242.86936874;2012
389;LGA;SEA;2;1025;259821.96;253.48483902;2012
390;LGA;PHX;2;1114;258295.95;231.86350987;2012
391;PHX;LGA;2;1175;276159.29;235.02918298;2012
392;DEN;MIA;2;1256;303259.55;241.44868631;2012
393;MIA;DEN;2;1321;331937.7;251.27759273;2012
394;MIA;CLT;2;1336;321947.07;240.97834581;2012
395;SEA;MIA;2;1354;419449.73;309.78562038;2012
396;CLT;MIA;2;1372;330711.44;241.04332362;2012
397;SEA;CLT;2;1422;431992.76;303.79237693;2012
398;MIA;SEA;2;1439;455871.06;316.797123;2012
399;IAH;CLT;2;1440;529900.99;367.98679861;2012
400;CLT;IAH;2;1461;542461.93;371.29495551;2012
401;CLT;SEA;2;1467;456131.5;310.92808453;2012
402;MSP;MIA;2;1491;383927.22;257.49645875;2012
403;MIA;MCO;2;1500;211352.74;140.90182667;2012
404;MIA;MSP;2;1518;395471.02;260.52109354;2012
405;MCO;MIA;2;1524;210680.48;138.24178478;2012
406;DEN;JFK;2;1639;322280.38;196.63232459;2012
407;PHX;CLT;2;1666;510190.26;306.23665066;2012
408;CLT;PHX;2;1698;522798.18;307.89056537;2012
409;JFK;DEN;2;1706;336681.93;197.35165885;2012
410;MSP;IAH;2;1708;647338.95;379.00406909;2012
411;IAH;MSP;2;1728;646834.8;374.32569444;2012
412;CLT;DEN;2;1805;514960.75;285.2968144;2012
413;DEN;CLT;2;1808;512873.51;283.66897677;2012
414;SFO;LGA;2;1851;536064.75;289.60818476;2012
415;LGA;LAS;2;1919;491197.65;255.9654247;2012
416;MSP;CLT;2;1927;598070.65;310.36359626;2012
417;CLT;MSP;2;1933;592343.4;306.43735127;2012
418;MIA;LAS;2;1947;675303.17;346.84292244;2012
419;DTW;CLT;2;1955;499949.57;255.72868031;2012
420;CLT;DTW;2;1984;498363.16;251.19110887;2012
421;JFK;ATL;2;1985;409616.52;206.35592947;2012
422;LGA;SFO;2;1990;605053.39;304.04692965;2012
423;LAS;MIA;2;2002;704279.72;351.78807193;2012
424;LAS;LGA;2;2010;532105.7;264.72920398;2012
425;ATL;JFK;2;2061;430340.65;208.80186803;2012
426;ATL;CLT;2;2072;304221.44;146.82501931;2012
427;IAH;PHX;2;2117;561518.46;265.24254133;2012
428;PHX;IAH;2;2146;554118.98;258.21014911;2012
429;DTW;IAH;2;2148;663044.68;308.68001862;2012
430;CLT;ATL;2;2179;308707.48;141.67392382;2012
431;IAH;DTW;2;2185;666377.08;304.97806865;2012
432;DTW;MIA;2;2225;407889.06;183.32092584;2012
433;EWR;DTW;2;2227;662142.31;297.3247912;2012
434;JFK;MSP;2;2246;506200.67;225.37874889;2012
435;SEA;DTW;2;2265;721727.36;318.64342605;2012
436;MSP;JFK;2;2271;502756.22;221.38098635;2012
437;DTW;EWR;2;2274;686119.15;301.72346086;2012
438;MIA;DTW;2;2276;438095.96;192.48504394;2012
439;EWR;MSP;2;2302;878580.23;381.6595265;2012
440;DTW;SEA;2;2304;742982.19;322.47490885;2012
441;MSP;EWR;2;2351;901940.69;383.64129732;2012
442;PHL;DTW;2;2359;727907.3;308.56604493;2012
443;DTW;PHL;2;2465;756817.87;307.02550507;2012
444;SFO;CLT;2;2509;907992.21;361.89406536;2012
445;CLT;SFO;2;2536;906958.04;357.63329653;2012
446;DTW;MSP;2;2542;758668.04;298.4532022;2012
447;MSP;DTW;2;2569;773918.32;301.25275204;2012
448;MIA;IAH;2;2573;627244.16;243.7793082;2012
449;SFO;MIA;2;2573;809752.3;314.71134862;2012
450;IAH;MIA;2;2593;627208.51;241.88527189;2012
451;MIA;SFO;2;2615;843320.0;322.49330784;2012
452;MIA;DFW;2;2624;745899.76;284.26057927;2012
453;DFW;MIA;2;2639;737971.73;279.64067071;2012
454;SEA;PHL;2;2706;796870.63;294.48286401;2012
455;CLT;LAS;2;2761;720324.62;260.89265484;2012
456;LAX;CLT;2;2769;866991.96;313.10652221;2012
457;CLT;LAX;2;2775;874966.9;315.30338739;2012
458;LAS;CLT;2;2777;740822.4;266.77075981;2012
459;PHL;SEA;2;2806;856260.93;305.15357448;2012
460;PHL;CLT;2;2871;746664.81;260.07133751;2012
461;MSP;PHL;2;2874;964479.5;335.58785665;2012
462;CLT;PHL;2;2875;743873.57;258.73863304;2012
463;PHL;MSP;2;2908;962743.7;331.06729711;2012
464;MCO;PHX;2;2933;708511.32;241.56540061;2012
465;PHX;MCO;2;2983;720555.95;241.55412337;2012
466;SEA;MCO;2;2987;890359.93;298.07831604;2012
467;IAH;MCO;2;2991;676592.97;226.20961886;2012
468;PHL;MIA;2;3001;638926.15;212.90441519;2012
469;MCO;IAH;2;3005;683192.01;227.35175042;2012
470;MIA;PHL;2;3061;654435.72;213.79801372;2012
471;MCO;SEA;2;3067;926846.8;302.19980437;2012
472;EWR;CLT;2;3076;680713.44;221.29825748;2012
473;BOS;DTW;2;3089;940216.14;304.37557138;2012
474;DTW;BOS;2;3089;943802.39;305.53654581;2012
475;JFK;ORD;2;3109;553984.02;178.18720489;2012
