;AverageFare;Ref
0;0;0 0 1 2011
1;0;0 0 2 2011
2;0;0 0 3 2011
3;0;0 0 4 2011
4;0;0 0 1 2012
5;0;0 0 2 2012
6;0;0 0 3 2012
7;0;0 0 4 2012
8;0;0 0 1 2013
9;0;0 0 2 2013
10;0;0 0 3 2013
11;0;0 0 4 2013
12;189;0 1 1 2011
13;189;0 1 2 2011
14;189;0 1 3 2011
15;189;0 1 4 2011
16;172;0 1 1 2012
17;172;0 1 2 2012
18;172;0 1 3 2012
19;172;0 1 4 2012
20;172;0 1 1 2013
21;172;0 1 2 2013
22;189;0 1 3 2013
23;189;0 1 4 2013
24;260;0 2 1 2011
25;260;0 2 2 2011
26;260;0 2 3 2011
27;260;0 2 4 2011
28;172;0 2 1 2012
29;172;0 2 2 2012
30;172;0 2 3 2012
31;172;0 2 4 2012
32;172;0 2 1 2013
33;172;0 2 2 2013
34;260;0 2 3 2013
35;260;0 2 4 2013
36;230;0 3 1 2011
37;230;0 3 2 2011
38;230;0 3 3 2011
39;230;0 3 4 2011
40;172;0 3 1 2012
41;172;0 3 2 2012
42;172;0 3 3 2012
43;172;0 3 4 2012
44;172;0 3 1 2013
45;172;0 3 2 2013
46;230;0 3 3 2013
47;230;0 3 4 2013
48;172;0 4 1 2011
49;172;0 4 2 2011
50;172;0 4 3 2011
51;172;0 4 4 2011
52;172;0 4 1 2012
53;172;0 4 2 2012
54;172;0 4 3 2012
55;172;0 4 4 2012
56;172;0 4 1 2013
57;172;0 4 2 2013
58;172;0 4 3 2013
59;172;0 4 4 2013
60;194;0 5 1 2011
61;194;0 5 2 2011
62;194;0 5 3 2011
63;194;0 5 4 2011
64;172;0 5 1 2012
65;172;0 5 2 2012
66;172;0 5 3 2012
67;172;0 5 4 2012
68;172;0 5 1 2013
69;172;0 5 2 2013
70;194;0 5 3 2013
71;194;0 5 4 2013
72;289;0 6 1 2011
73;289;0 6 2 2011
74;289;0 6 3 2011
75;289;0 6 4 2011
76;172;0 6 1 2012
77;172;0 6 2 2012
78;172;0 6 3 2012
79;172;0 6 4 2012
80;172;0 6 1 2013
81;172;0 6 2 2013
82;289;0 6 3 2013
83;289;0 6 4 2013
84;147;0 7 1 2011
85;147;0 7 2 2011
86;147;0 7 3 2011
87;147;0 7 4 2011
88;172;0 7 1 2012
89;172;0 7 2 2012
90;172;0 7 3 2012
91;172;0 7 4 2012
92;172;0 7 1 2013
93;172;0 7 2 2013
94;147;0 7 3 2013
95;147;0 7 4 2013
96;239;0 8 1 2011
97;239;0 8 2 2011
98;239;0 8 3 2011
99;239;0 8 4 2011
100;172;0 8 1 2012
101;172;0 8 2 2012
102;172;0 8 3 2012
103;172;0 8 4 2012
104;172;0 8 1 2013
105;172;0 8 2 2013
106;239;0 8 3 2013
107;239;0 8 4 2013
108;218;0 9 1 2011
109;218;0 9 2 2011
110;218;0 9 3 2011
111;218;0 9 4 2011
112;172;0 9 1 2012
113;172;0 9 2 2012
114;172;0 9 3 2012
115;172;0 9 4 2012
116;172;0 9 1 2013
117;172;0 9 2 2013
118;218;0 9 3 2013
119;218;0 9 4 2013
120;211;0 10 1 2011
121;211;0 10 2 2011
122;211;0 10 3 2011
123;211;0 10 4 2011
124;172;0 10 1 2012
125;172;0 10 2 2012
126;172;0 10 3 2012
127;172;0 10 4 2012
128;172;0 10 1 2013
129;172;0 10 2 2013
130;211;0 10 3 2013
131;211;0 10 4 2013
132;167;0 11 1 2011
133;167;0 11 2 2011
134;167;0 11 3 2011
135;167;0 11 4 2011
136;172;0 11 1 2012
137;172;0 11 2 2012
138;172;0 11 3 2012
139;172;0 11 4 2012
140;172;0 11 1 2013
141;172;0 11 2 2013
142;167;0 11 3 2013
143;167;0 11 4 2013
144;151;0 12 1 2011
145;151;0 12 2 2011
146;151;0 12 3 2011
147;151;0 12 4 2011
148;172;0 12 1 2012
149;172;0 12 2 2012
150;172;0 12 3 2012
151;172;0 12 4 2012
152;172;0 12 1 2013
153;172;0 12 2 2013
154;151;0 12 3 2013
155;151;0 12 4 2013
156;245;0 13 1 2011
157;245;0 13 2 2011
158;245;0 13 3 2011
159;245;0 13 4 2011
160;172;0 13 1 2012
161;172;0 13 2 2012
162;172;0 13 3 2012
163;172;0 13 4 2012
164;172;0 13 1 2013
165;172;0 13 2 2013
166;245;0 13 3 2013
167;245;0 13 4 2013
168;286;0 14 1 2011
169;286;0 14 2 2011
170;286;0 14 3 2011
171;286;0 14 4 2011
172;172;0 14 1 2012
173;172;0 14 2 2012
174;172;0 14 3 2012
175;172;0 14 4 2012
176;172;0 14 1 2013
177;172;0 14 2 2013
178;286;0 14 3 2013
179;286;0 14 4 2013
180;228;0 15 1 2011
181;228;0 15 2 2011
182;228;0 15 3 2011
183;228;0 15 4 2011
184;172;0 15 1 2012
185;172;0 15 2 2012
186;172;0 15 3 2012
187;172;0 15 4 2012
188;172;0 15 1 2013
189;172;0 15 2 2013
190;228;0 15 3 2013
191;228;0 15 4 2013
192;204;0 16 1 2011
193;204;0 16 2 2011
194;204;0 16 3 2011
195;204;0 16 4 2011
196;172;0 16 1 2012
197;172;0 16 2 2012
198;172;0 16 3 2012
199;172;0 16 4 2012
200;172;0 16 1 2013
201;172;0 16 2 2013
202;204;0 16 3 2013
203;204;0 16 4 2013
204;192;0 17 1 2011
205;192;0 17 2 2011
206;192;0 17 3 2011
207;192;0 17 4 2011
208;172;0 17 1 2012
209;172;0 17 2 2012
210;172;0 17 3 2012
211;172;0 17 4 2012
212;172;0 17 1 2013
213;172;0 17 2 2013
214;192;0 17 3 2013
215;192;0 17 4 2013
216;208;0 18 1 2011
217;208;0 18 2 2011
218;208;0 18 3 2011
219;208;0 18 4 2011
220;172;0 18 1 2012
221;172;0 18 2 2012
222;172;0 18 3 2012
223;172;0 18 4 2012
224;172;0 18 1 2013
225;172;0 18 2 2013
226;208;0 18 3 2013
227;208;0 18 4 2013
228;186;0 19 1 2011
229;186;0 19 2 2011
230;186;0 19 3 2011
231;186;0 19 4 2011
232;172;0 19 1 2012
233;172;0 19 2 2012
234;172;0 19 3 2012
235;172;0 19 4 2012
236;172;0 19 1 2013
237;172;0 19 2 2013
238;186;0 19 3 2013
239;186;0 19 4 2013
240;188;1 0 1 2011
241;188;1 0 2 2011
242;188;1 0 3 2011
243;188;1 0 4 2011
244;172;1 0 1 2012
245;172;1 0 2 2012
246;172;1 0 3 2012
247;172;1 0 4 2012
248;172;1 0 1 2013
249;172;1 0 2 2013
250;188;1 0 3 2013
251;188;1 0 4 2013
252;0;1 1 1 2011
253;0;1 1 2 2011
254;0;1 1 3 2011
255;0;1 1 4 2011
256;0;1 1 1 2012
257;0;1 1 2 2012
258;0;1 1 3 2012
259;0;1 1 4 2012
260;0;1 1 1 2013
261;0;1 1 2 2013
262;0;1 1 3 2013
263;0;1 1 4 2013
264;231;1 2 1 2011
265;231;1 2 2 2011
266;231;1 2 3 2011
267;231;1 2 4 2011
268;172;1 2 1 2012
269;172;1 2 2 2012
270;172;1 2 3 2012
271;172;1 2 4 2012
272;172;1 2 1 2013
273;172;1 2 2 2013
274;231;1 2 3 2013
275;231;1 2 4 2013
276;211;1 3 1 2011
277;211;1 3 2 2011
278;211;1 3 3 2011
279;211;1 3 4 2011
280;172;1 3 1 2012
281;172;1 3 2 2012
282;172;1 3 3 2012
283;172;1 3 4 2012
284;172;1 3 1 2013
285;172;1 3 2 2013
286;211;1 3 3 2013
287;211;1 3 4 2013
288;191;1 4 1 2011
289;191;1 4 2 2011
290;191;1 4 3 2011
291;191;1 4 4 2011
292;172;1 4 1 2012
293;172;1 4 2 2012
294;172;1 4 3 2012
295;172;1 4 4 2012
296;172;1 4 1 2013
297;172;1 4 2 2013
298;191;1 4 3 2013
299;191;1 4 4 2013
300;167;1 5 1 2011
301;167;1 5 2 2011
302;167;1 5 3 2011
303;167;1 5 4 2011
304;172;1 5 1 2012
305;172;1 5 2 2012
306;172;1 5 3 2012
307;172;1 5 4 2012
308;172;1 5 1 2013
309;172;1 5 2 2013
310;167;1 5 3 2013
311;167;1 5 4 2013
312;273;1 6 1 2011
313;273;1 6 2 2011
314;273;1 6 3 2011
315;273;1 6 4 2011
316;172;1 6 1 2012
317;172;1 6 2 2012
318;172;1 6 3 2012
319;172;1 6 4 2012
320;172;1 6 1 2013
321;172;1 6 2 2013
322;273;1 6 3 2013
323;273;1 6 4 2013
324;247;1 7 1 2011
325;247;1 7 2 2011
326;247;1 7 3 2011
327;247;1 7 4 2011
328;172;1 7 1 2012
329;172;1 7 2 2012
330;172;1 7 3 2012
331;172;1 7 4 2012
332;172;1 7 1 2013
333;172;1 7 2 2013
334;247;1 7 3 2013
335;247;1 7 4 2013
336;196;1 8 1 2011
337;196;1 8 2 2011
338;196;1 8 3 2011
339;196;1 8 4 2011
340;172;1 8 1 2012
341;172;1 8 2 2012
342;172;1 8 3 2012
343;172;1 8 4 2012
344;172;1 8 1 2013
345;172;1 8 2 2013
346;196;1 8 3 2013
347;196;1 8 4 2013
348;235;1 9 1 2011
349;235;1 9 2 2011
350;235;1 9 3 2011
351;235;1 9 4 2011
352;172;1 9 1 2012
353;172;1 9 2 2012
354;172;1 9 3 2012
355;172;1 9 4 2012
356;172;1 9 1 2013
357;172;1 9 2 2013
358;235;1 9 3 2013
359;235;1 9 4 2013
360;277;1 10 1 2011
361;277;1 10 2 2011
362;277;1 10 3 2011
363;277;1 10 4 2011
364;172;1 10 1 2012
365;172;1 10 2 2012
366;172;1 10 3 2012
367;172;1 10 4 2012
368;172;1 10 1 2013
369;172;1 10 2 2013
370;277;1 10 3 2013
371;277;1 10 4 2013
372;232;1 11 1 2011
373;232;1 11 2 2011
374;232;1 11 3 2011
375;232;1 11 4 2011
376;172;1 11 1 2012
377;172;1 11 2 2012
378;172;1 11 3 2012
379;172;1 11 4 2012
380;172;1 11 1 2013
381;172;1 11 2 2013
382;232;1 11 3 2013
383;232;1 11 4 2013
384;174;1 12 1 2011
385;174;1 12 2 2011
386;174;1 12 3 2011
387;174;1 12 4 2011
388;172;1 12 1 2012
389;172;1 12 2 2012
390;172;1 12 3 2012
391;172;1 12 4 2012
392;172;1 12 1 2013
393;172;1 12 2 2013
394;174;1 12 3 2013
395;174;1 12 4 2013
396;263;1 13 1 2011
397;263;1 13 2 2011
398;263;1 13 3 2011
399;263;1 13 4 2011
400;172;1 13 1 2012
401;172;1 13 2 2012
402;172;1 13 3 2012
403;172;1 13 4 2012
404;172;1 13 1 2013
405;172;1 13 2 2013
406;263;1 13 3 2013
407;263;1 13 4 2013
408;260;1 14 1 2011
409;260;1 14 2 2011
410;260;1 14 3 2011
411;260;1 14 4 2011
412;172;1 14 1 2012
413;172;1 14 2 2012
414;172;1 14 3 2012
415;172;1 14 4 2012
416;172;1 14 1 2013
417;172;1 14 2 2013
418;260;1 14 3 2013
419;260;1 14 4 2013
420;130;1 15 1 2011
421;130;1 15 2 2011
422;130;1 15 3 2011
423;130;1 15 4 2011
424;172;1 15 1 2012
425;172;1 15 2 2012
426;172;1 15 3 2012
427;172;1 15 4 2012
428;172;1 15 1 2013
429;172;1 15 2 2013
430;130;1 15 3 2013
431;130;1 15 4 2013
432;145;1 16 1 2011
433;145;1 16 2 2011
434;145;1 16 3 2011
435;145;1 16 4 2011
436;172;1 16 1 2012
437;172;1 16 2 2012
438;172;1 16 3 2012
439;172;1 16 4 2012
440;172;1 16 1 2013
441;172;1 16 2 2013
442;145;1 16 3 2013
443;145;1 16 4 2013
444;215;1 17 1 2011
445;215;1 17 2 2011
446;215;1 17 3 2011
447;215;1 17 4 2011
448;172;1 17 1 2012
449;172;1 17 2 2012
450;172;1 17 3 2012
451;172;1 17 4 2012
452;172;1 17 1 2013
453;172;1 17 2 2013
454;215;1 17 3 2013
455;215;1 17 4 2013
456;173;1 18 1 2011
457;173;1 18 2 2011
458;173;1 18 3 2011
459;173;1 18 4 2011
460;172;1 18 1 2012
461;172;1 18 2 2012
462;172;1 18 3 2012
463;172;1 18 4 2012
464;172;1 18 1 2013
465;172;1 18 2 2013
466;173;1 18 3 2013
467;173;1 18 4 2013
468;179;1 19 1 2011
469;179;1 19 2 2011
470;179;1 19 3 2011
471;179;1 19 4 2011
472;172;1 19 1 2012
473;172;1 19 2 2012
474;172;1 19 3 2012
475;172;1 19 4 2012
476;172;1 19 1 2013
477;172;1 19 2 2013
478;179;1 19 3 2013
479;179;1 19 4 2013
480;260;2 0 1 2011
481;260;2 0 2 2011
482;260;2 0 3 2011
483;260;2 0 4 2011
484;172;2 0 1 2012
485;172;2 0 2 2012
486;172;2 0 3 2012
487;172;2 0 4 2012
488;172;2 0 1 2013
489;172;2 0 2 2013
490;260;2 0 3 2013
491;260;2 0 4 2013
492;232;2 1 1 2011
493;232;2 1 2 2011
494;232;2 1 3 2011
495;232;2 1 4 2011
496;172;2 1 1 2012
497;172;2 1 2 2012
498;172;2 1 3 2012
499;172;2 1 4 2012
500;172;2 1 1 2013
501;172;2 1 2 2013
502;232;2 1 3 2013
503;232;2 1 4 2013
504;0;2 2 1 2011
505;0;2 2 2 2011
506;0;2 2 3 2011
507;0;2 2 4 2011
508;0;2 2 1 2012
509;0;2 2 2 2012
510;0;2 2 3 2012
511;0;2 2 4 2012
512;0;2 2 1 2013
513;0;2 2 2 2013
514;0;2 2 3 2013
515;0;2 2 4 2013
516;220;2 3 1 2011
517;220;2 3 2 2011
518;220;2 3 3 2011
519;220;2 3 4 2011
520;172;2 3 1 2012
521;172;2 3 2 2012
522;172;2 3 3 2012
523;172;2 3 4 2012
524;172;2 3 1 2013
525;172;2 3 2 2013
526;220;2 3 3 2013
527;220;2 3 4 2013
528;163;2 4 1 2011
529;163;2 4 2 2011
530;163;2 4 3 2011
531;163;2 4 4 2011
532;172;2 4 1 2012
533;172;2 4 2 2012
534;172;2 4 3 2012
535;172;2 4 4 2012
536;172;2 4 1 2013
537;172;2 4 2 2013
538;163;2 4 3 2013
539;163;2 4 4 2013
540;348;2 5 1 2011
541;348;2 5 2 2011
542;348;2 5 3 2011
543;348;2 5 4 2011
544;172;2 5 1 2012
545;172;2 5 2 2012
546;172;2 5 3 2012
547;172;2 5 4 2012
548;172;2 5 1 2013
549;172;2 5 2 2013
550;348;2 5 3 2013
551;348;2 5 4 2013
552;120;2 6 1 2011
553;120;2 6 2 2011
554;120;2 6 3 2011
555;120;2 6 4 2011
556;172;2 6 1 2012
557;172;2 6 2 2012
558;172;2 6 3 2012
559;172;2 6 4 2012
560;172;2 6 1 2013
561;172;2 6 2 2013
562;120;2 6 3 2013
563;120;2 6 4 2013
564;316;2 7 1 2011
565;316;2 7 2 2011
566;316;2 7 3 2011
567;316;2 7 4 2011
568;172;2 7 1 2012
569;172;2 7 2 2012
570;172;2 7 3 2012
571;172;2 7 4 2012
572;172;2 7 1 2013
573;172;2 7 2 2013
574;316;2 7 3 2013
575;316;2 7 4 2013
576;105;2 8 1 2011
577;105;2 8 2 2011
578;105;2 8 3 2011
579;105;2 8 4 2011
580;172;2 8 1 2012
581;172;2 8 2 2012
582;172;2 8 3 2012
583;172;2 8 4 2012
584;172;2 8 1 2013
585;172;2 8 2 2013
586;105;2 8 3 2013
587;105;2 8 4 2013
588;122;2 9 1 2011
589;122;2 9 2 2011
590;122;2 9 3 2011
591;122;2 9 4 2011
592;172;2 9 1 2012
593;172;2 9 2 2012
594;172;2 9 3 2012
595;172;2 9 4 2012
596;172;2 9 1 2013
597;172;2 9 2 2013
598;122;2 9 3 2013
599;122;2 9 4 2013
600;309;2 10 1 2011
601;309;2 10 2 2011
602;309;2 10 3 2011
603;309;2 10 4 2011
604;172;2 10 1 2012
605;172;2 10 2 2012
606;172;2 10 3 2012
607;172;2 10 4 2012
608;172;2 10 1 2013
609;172;2 10 2 2013
610;309;2 10 3 2013
611;309;2 10 4 2013
612;314;2 11 1 2011
613;314;2 11 2 2011
614;314;2 11 3 2011
615;314;2 11 4 2011
616;172;2 11 1 2012
617;172;2 11 2 2012
618;172;2 11 3 2012
619;172;2 11 4 2012
620;172;2 11 1 2013
621;172;2 11 2 2013
622;314;2 11 3 2013
623;314;2 11 4 2013
624;261;2 12 1 2011
625;261;2 12 2 2011
626;261;2 12 3 2011
627;261;2 12 4 2011
628;172;2 12 1 2012
629;172;2 12 2 2012
630;172;2 12 3 2012
631;172;2 12 4 2012
632;172;2 12 1 2013
633;172;2 12 2 2013
634;261;2 12 3 2013
635;261;2 12 4 2013
636;379;2 13 1 2011
637;379;2 13 2 2011
638;379;2 13 3 2011
639;379;2 13 4 2011
640;172;2 13 1 2012
641;172;2 13 2 2012
642;172;2 13 3 2012
643;172;2 13 4 2012
644;172;2 13 1 2013
645;172;2 13 2 2013
646;379;2 13 3 2013
647;379;2 13 4 2013
648;173;2 14 1 2011
649;173;2 14 2 2011
650;173;2 14 3 2011
651;173;2 14 4 2011
652;172;2 14 1 2012
653;172;2 14 2 2012
654;172;2 14 3 2012
655;172;2 14 4 2012
656;172;2 14 1 2013
657;172;2 14 2 2013
658;173;2 14 3 2013
659;173;2 14 4 2013
660;267;2 15 1 2011
661;267;2 15 2 2011
662;267;2 15 3 2011
663;267;2 15 4 2011
664;172;2 15 1 2012
665;172;2 15 2 2012
666;172;2 15 3 2012
667;172;2 15 4 2012
668;172;2 15 1 2013
669;172;2 15 2 2013
670;267;2 15 3 2013
671;267;2 15 4 2013
672;285;2 16 1 2011
673;285;2 16 2 2011
674;285;2 16 3 2011
675;285;2 16 4 2011
676;172;2 16 1 2012
677;172;2 16 2 2012
678;172;2 16 3 2012
679;172;2 16 4 2012
680;172;2 16 1 2013
681;172;2 16 2 2013
682;285;2 16 3 2013
683;285;2 16 4 2013
684;266;2 17 1 2011
685;266;2 17 2 2011
686;266;2 17 3 2011
687;266;2 17 4 2011
688;172;2 17 1 2012
689;172;2 17 2 2012
690;172;2 17 3 2012
691;172;2 17 4 2012
692;172;2 17 1 2013
693;172;2 17 2 2013
694;266;2 17 3 2013
695;266;2 17 4 2013
696;293;2 18 1 2011
697;293;2 18 2 2011
698;293;2 18 3 2011
699;293;2 18 4 2011
700;172;2 18 1 2012
701;172;2 18 2 2012
702;172;2 18 3 2012
703;172;2 18 4 2012
704;172;2 18 1 2013
705;172;2 18 2 2013
706;293;2 18 3 2013
707;293;2 18 4 2013
708;287;2 19 1 2011
709;287;2 19 2 2011
710;287;2 19 3 2011
711;287;2 19 4 2011
712;172;2 19 1 2012
713;172;2 19 2 2012
714;172;2 19 3 2012
715;172;2 19 4 2012
716;172;2 19 1 2013
717;172;2 19 2 2013
718;287;2 19 3 2013
719;287;2 19 4 2013
720;230;3 0 1 2011
721;230;3 0 2 2011
722;230;3 0 3 2011
723;230;3 0 4 2011
724;172;3 0 1 2012
725;172;3 0 2 2012
726;172;3 0 3 2012
727;172;3 0 4 2012
728;172;3 0 1 2013
729;172;3 0 2 2013
730;230;3 0 3 2013
731;230;3 0 4 2013
732;213;3 1 1 2011
733;213;3 1 2 2011
734;213;3 1 3 2011
735;213;3 1 4 2011
736;172;3 1 1 2012
737;172;3 1 2 2012
738;172;3 1 3 2012
739;172;3 1 4 2012
740;172;3 1 1 2013
741;172;3 1 2 2013
742;213;3 1 3 2013
743;213;3 1 4 2013
744;219;3 2 1 2011
745;219;3 2 2 2011
746;219;3 2 3 2011
747;219;3 2 4 2011
748;172;3 2 1 2012
749;172;3 2 2 2012
750;172;3 2 3 2012
751;172;3 2 4 2012
752;172;3 2 1 2013
753;172;3 2 2 2013
754;219;3 2 3 2013
755;219;3 2 4 2013
756;0;3 3 1 2011
757;0;3 3 2 2011
758;0;3 3 3 2011
759;0;3 3 4 2011
760;0;3 3 1 2012
761;0;3 3 2 2012
762;0;3 3 3 2012
763;0;3 3 4 2012
764;0;3 3 1 2013
765;0;3 3 2 2013
766;0;3 3 3 2013
767;0;3 3 4 2013
768;150;3 4 1 2011
769;150;3 4 2 2011
770;150;3 4 3 2011
771;150;3 4 4 2011
772;172;3 4 1 2012
773;172;3 4 2 2012
774;172;3 4 3 2012
775;172;3 4 4 2012
776;172;3 4 1 2013
777;172;3 4 2 2013
778;150;3 4 3 2013
779;150;3 4 4 2013
780;287;3 5 1 2011
781;287;3 5 2 2011
782;287;3 5 3 2011
783;287;3 5 4 2011
784;172;3 5 1 2012
785;172;3 5 2 2012
786;172;3 5 3 2012
787;172;3 5 4 2012
788;172;3 5 1 2013
789;172;3 5 2 2013
790;287;3 5 3 2013
791;287;3 5 4 2013
792;228;3 6 1 2011
793;228;3 6 2 2011
794;228;3 6 3 2011
795;228;3 6 4 2011
796;172;3 6 1 2012
797;172;3 6 2 2012
798;172;3 6 3 2012
799;172;3 6 4 2012
800;172;3 6 1 2013
801;172;3 6 2 2013
802;228;3 6 3 2013
803;228;3 6 4 2013
804;293;3 7 1 2011
805;293;3 7 2 2011
806;293;3 7 3 2011
807;293;3 7 4 2011
808;172;3 7 1 2012
809;172;3 7 2 2012
810;172;3 7 3 2012
811;172;3 7 4 2012
812;172;3 7 1 2013
813;172;3 7 2 2013
814;293;3 7 3 2013
815;293;3 7 4 2013
816;183;3 8 1 2011
817;183;3 8 2 2011
818;183;3 8 3 2011
819;183;3 8 4 2011
820;172;3 8 1 2012
821;172;3 8 2 2012
822;172;3 8 3 2012
823;172;3 8 4 2012
824;172;3 8 1 2013
825;172;3 8 2 2013
826;183;3 8 3 2013
827;183;3 8 4 2013
828;223;3 9 1 2011
829;223;3 9 2 2011
830;223;3 9 3 2011
831;223;3 9 4 2011
832;172;3 9 1 2012
833;172;3 9 2 2012
834;172;3 9 3 2012
835;172;3 9 4 2012
836;172;3 9 1 2013
837;172;3 9 2 2013
838;223;3 9 3 2013
839;223;3 9 4 2013
840;145;3 10 1 2011
841;145;3 10 2 2011
842;145;3 10 3 2011
843;145;3 10 4 2011
844;172;3 10 1 2012
845;172;3 10 2 2012
846;172;3 10 3 2012
847;172;3 10 4 2012
848;172;3 10 1 2013
849;172;3 10 2 2013
850;145;3 10 3 2013
851;145;3 10 4 2013
852;258;3 11 1 2011
853;258;3 11 2 2011
854;258;3 11 3 2011
855;258;3 11 4 2011
856;172;3 11 1 2012
857;172;3 11 2 2012
858;172;3 11 3 2012
859;172;3 11 4 2012
860;172;3 11 1 2013
861;172;3 11 2 2013
862;258;3 11 3 2013
863;258;3 11 4 2013
864;208;3 12 1 2011
865;208;3 12 2 2011
866;208;3 12 3 2011
867;208;3 12 4 2011
868;172;3 12 1 2012
869;172;3 12 2 2012
870;172;3 12 3 2012
871;172;3 12 4 2012
872;172;3 12 1 2013
873;172;3 12 2 2013
874;208;3 12 3 2013
875;208;3 12 4 2013
876;363;3 13 1 2011
877;363;3 13 2 2011
878;363;3 13 3 2011
879;363;3 13 4 2011
880;172;3 13 1 2012
881;172;3 13 2 2012
882;172;3 13 3 2012
883;172;3 13 4 2012
884;172;3 13 1 2013
885;172;3 13 2 2013
886;363;3 13 3 2013
887;363;3 13 4 2013
888;255;3 14 1 2011
889;255;3 14 2 2011
890;255;3 14 3 2011
891;255;3 14 4 2011
892;172;3 14 1 2012
893;172;3 14 2 2012
894;172;3 14 3 2012
895;172;3 14 4 2012
896;172;3 14 1 2013
897;172;3 14 2 2013
898;255;3 14 3 2013
899;255;3 14 4 2013
900;236;3 15 1 2011
901;236;3 15 2 2011
902;236;3 15 3 2011
903;236;3 15 4 2011
904;172;3 15 1 2012
905;172;3 15 2 2012
906;172;3 15 3 2012
907;172;3 15 4 2012
908;172;3 15 1 2013
909;172;3 15 2 2013
910;236;3 15 3 2013
911;236;3 15 4 2013
912;244;3 16 1 2011
913;244;3 16 2 2011
914;244;3 16 3 2011
915;244;3 16 4 2011
916;172;3 16 1 2012
917;172;3 16 2 2012
918;172;3 16 3 2012
919;172;3 16 4 2012
920;172;3 16 1 2013
921;172;3 16 2 2013
922;244;3 16 3 2013
923;244;3 16 4 2013
924;259;3 17 1 2011
925;259;3 17 2 2011
926;259;3 17 3 2011
927;259;3 17 4 2011
928;172;3 17 1 2012
929;172;3 17 2 2012
930;172;3 17 3 2012
931;172;3 17 4 2012
932;172;3 17 1 2013
933;172;3 17 2 2013
934;259;3 17 3 2013
935;259;3 17 4 2013
936;243;3 18 1 2011
937;243;3 18 2 2011
938;243;3 18 3 2011
939;243;3 18 4 2011
940;172;3 18 1 2012
941;172;3 18 2 2012
942;172;3 18 3 2012
943;172;3 18 4 2012
944;172;3 18 1 2013
945;172;3 18 2 2013
946;243;3 18 3 2013
947;243;3 18 4 2013
948;344;3 19 1 2011
949;344;3 19 2 2011
950;344;3 19 3 2011
951;344;3 19 4 2011
952;172;3 19 1 2012
953;172;3 19 2 2012
954;172;3 19 3 2012
955;172;3 19 4 2012
956;172;3 19 1 2013
957;172;3 19 2 2013
958;344;3 19 3 2013
959;344;3 19 4 2013
960;170;4 0 1 2011
961;170;4 0 2 2011
962;170;4 0 3 2011
963;170;4 0 4 2011
964;172;4 0 1 2012
965;172;4 0 2 2012
966;172;4 0 3 2012
967;172;4 0 4 2012
968;172;4 0 1 2013
969;172;4 0 2 2013
970;170;4 0 3 2013
971;170;4 0 4 2013
972;191;4 1 1 2011
973;191;4 1 2 2011
974;191;4 1 3 2011
975;191;4 1 4 2011
976;172;4 1 1 2012
977;172;4 1 2 2012
978;172;4 1 3 2012
979;172;4 1 4 2012
980;172;4 1 1 2013
981;172;4 1 2 2013
982;191;4 1 3 2013
983;191;4 1 4 2013
984;163;4 2 1 2011
985;163;4 2 2 2011
986;163;4 2 3 2011
987;163;4 2 4 2011
988;172;4 2 1 2012
989;172;4 2 2 2012
990;172;4 2 3 2012
991;172;4 2 4 2012
992;172;4 2 1 2013
993;172;4 2 2 2013
994;163;4 2 3 2013
995;163;4 2 4 2013
996;149;4 3 1 2011
997;149;4 3 2 2011
998;149;4 3 3 2011
999;149;4 3 4 2011
1000;172;4 3 1 2012
1001;172;4 3 2 2012
1002;172;4 3 3 2012
1003;172;4 3 4 2012
1004;172;4 3 1 2013
1005;172;4 3 2 2013
1006;149;4 3 3 2013
1007;149;4 3 4 2013
1008;0;4 4 1 2011
1009;0;4 4 2 2011
1010;0;4 4 3 2011
1011;0;4 4 4 2011
1012;0;4 4 1 2012
1013;0;4 4 2 2012
1014;0;4 4 3 2012
1015;0;4 4 4 2012
1016;0;4 4 1 2013
1017;0;4 4 2 2013
1018;0;4 4 3 2013
1019;0;4 4 4 2013
1020;186;4 5 1 2011
1021;186;4 5 2 2011
1022;186;4 5 3 2011
1023;186;4 5 4 2011
1024;172;4 5 1 2012
1025;172;4 5 2 2012
1026;172;4 5 3 2012
1027;172;4 5 4 2012
1028;172;4 5 1 2013
1029;172;4 5 2 2013
1030;186;4 5 3 2013
1031;186;4 5 4 2013
1032;190;4 6 1 2011
1033;190;4 6 2 2011
1034;190;4 6 3 2011
1035;190;4 6 4 2011
1036;172;4 6 1 2012
1037;172;4 6 2 2012
1038;172;4 6 3 2012
1039;172;4 6 4 2012
1040;172;4 6 1 2013
1041;172;4 6 2 2013
1042;190;4 6 3 2013
1043;190;4 6 4 2013
1044;284;4 7 1 2011
1045;284;4 7 2 2011
1046;284;4 7 3 2011
1047;284;4 7 4 2011
1048;172;4 7 1 2012
1049;172;4 7 2 2012
1050;172;4 7 3 2012
1051;172;4 7 4 2012
1052;172;4 7 1 2013
1053;172;4 7 2 2013
1054;284;4 7 3 2013
1055;284;4 7 4 2013
1056;124;4 8 1 2011
1057;124;4 8 2 2011
1058;124;4 8 3 2011
1059;124;4 8 4 2011
1060;172;4 8 1 2012
1061;172;4 8 2 2012
1062;172;4 8 3 2012
1063;172;4 8 4 2012
1064;172;4 8 1 2013
1065;172;4 8 2 2013
1066;124;4 8 3 2013
1067;124;4 8 4 2013
1068;133;4 9 1 2011
1069;133;4 9 2 2011
